path,label,brightness_row_period,brightness_column_period,brightness_row_periodicity,brightness_column_periodicity,brightness_scanline_strength,brightness_intensity_variation,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,rgb_entropy_r,rgb_entropy_g,rgb_entropy_b,hsv_hue_cos_mean,hsv_hue_sin_mean,hsv_saturation_mean,hsv_saturation_std,hsv_value_mean,hsv_value_std,luminance_mean,luminance_std,channel_corr_rg,channel_corr_rb,channel_corr_gb,white_balance_red_green_ratio,white_balance_blue_green_ratio,contrast_rms,contrast_michelson,contrast_local_mean,contrast_local_std,contrast_uniformity,contrast_balance,edge_density,dominant_edge_orientation_1,dominant_edge_orientation_2,horizontal_edge_ratio,vertical_edge_ratio,edge_continuity,edge_orientation_entropy,fft_peak_1,fft_peak_2,fft_peak_3,fft_peak_radius_1,fft_peak_radius_2,fft_peak_radius_3,fft_low_frequency_ratio,fft_mid_frequency_ratio,fft_high_frequency_ratio,fft_frequency_entropy,fft_periodicity_score,glare_hotspot_count,glare_bloom_estimation,glare_saturated_region_ratio,glare_peak_intensity,glare_highlight_mean_intensity,moire_periodic_stripe_strength,moire_directional_peak_strength,moire_aliasing_score,moire_interference_entropy,moire_interference_peak_count,moire_high_frequency_energy_ratio,noise_local_variance_mean,noise_local_variance_std,noise_high_frequency_residual_ratio,noise_estimated_sensor_noise,noise_consistency,noise_residual_kurtosis,pixel_grid_horizontal_spacing,pixel_grid_vertical_spacing,pixel_grid_horizontal_periodicity,pixel_grid_vertical_periodicity,pixel_grid_stripe_consistency,pixel_grid_lattice_energy_ratio,reflection_specular_ratio,reflection_area_ratio,reflection_intensity_mean,reflection_intensity_peak,reflection_component_count,sharpness_laplacian_variance,sharpness_gradient_mean,sharpness_gradient_std,sharpness_edge_sharpness_ratio,sharpness_blur_estimate,texture_local_entropy_mean,texture_local_entropy_std,texture_uniformity,texture_local_variance_mean,texture_local_variance_std,texture_complexity
data/raw/real/IMG-20250616-WA0030.jpg,0,15.058823529411764,13.473684210526315,0.021764792501926422,0.03151736408472061,0.03151736408472061,0.00784632470458746,0.6692762970924377,0.6800654530525208,0.6898142695426941,0.23587967455387115,0.20067673921585083,0.18766121566295624,3.411861428924989,3.078523719244378,3.027313369621339,0.01639728993177414,-0.07222498208284378,24.608123779296875,23.4884033203125,180.84365844726562,49.976409912109375,0.677950918674469,0.20877543091773987,0.9861492424075846,0.9676657661913607,0.9867038824394547,0.9841351212406994,1.0143351150178277,0.3079506456851959,0.5624856352806091,0.03707476332783699,0.03696412965655327,0.3815074861049652,0.9818267822265625,0.1046295166015625,0.6944444444444444,0.6388888888888888,0.12819017062855476,0.08166836809100189,0.0162200927734375,4.119459629058838,4.081278324127197,4.081278324127197,3.9851012229919434,0.06249999999999966,0.06249999999999966,0.06652104049189964,0.3619222939014435,0.4151059091091156,0.22297170758247375,7.170546137860059,3.7381031696456306,170.0,0.0039520263671875,0.0019989013671875,1.0,0.9343911409378052,2.4541854858398438,0.0754816085100174,0.011477813164533286,4.1538213513882,514.0,0.7836955216284988,0.0009113872074522078,0.0012666694819927216,0.0018145608963480164,0.030189190241743945,0.4184405357539299,16.531352996826172,10.0,13.0,0.15990185671654458,0.13568128133660667,0.14779156902657564,2.7629611492156982,0.018829345703125,0.0156402587890625,0.9349890351295471,1.0,125.0,0.009747608564794064,0.12981198728084564,0.201792374253273,4.8160834312438965,0.9903464900712676,1.0065405368804932,0.9083289504051208,0.7483648657798767,0.002740885131061077,0.0044434694573283195,1.5883303880691528
data/raw/real/IMG-20250619-WA0019.jpg,0,12.19047619047619,16.0,0.02938898652791977,0.0348893478512764,0.0348893478512764,0.08181191235780716,0.4706191122531891,0.46459269523620605,0.4573475122451782,0.27497398853302,0.2728268802165985,0.27760371565818787,4.84350508887715,4.825372023654463,4.790587263254368,-0.03388846293091774,-0.2076459527015686,21.932876586914062,36.22588348388672,122.47467041015625,70.61573028564453,0.4655686616897583,0.2726035714149475,0.9952133299697917,0.943688871483375,0.9653161026137759,1.0129713985556879,0.98440530153336,0.5855281949043274,0.9958752393722534,0.14879050850868225,0.07193654030561447,0.5705013871192932,0.999969482421875,0.2655792236328125,0.9722222222222222,0.4722222222222222,0.13473139902326917,0.12571100258546394,0.02703857421875,4.1327996253967285,4.872297763824463,4.872297763824463,4.830428123474121,0.06720566614877015,0.06720566614877015,0.07909553410670497,0.2658005952835083,0.4241759479045868,0.31002339720726013,7.391444431800821,2.3339419855600037,49.0,0.0048828125,0.032379150390625,1.0,0.9928537607192993,1.8300366401672363,0.07714530825614929,0.012291326420412842,4.151038883864339,514.0,0.8206992979481537,0.00885104015469551,0.006687655113637447,0.030488417188650606,0.09407996680853746,0.5696128279935994,5.019161701202393,60.0,47.0,0.18014907304217678,0.1823001272446036,0.1812246001433902,3.7295660972595215,0.01910400390625,0.01593017578125,0.9949164390563965,1.0,50.0,0.08792302757501602,0.5475150346755981,0.5575252771377563,3.3105967044830322,0.9191826762128598,2.61960768699646,0.9923079609870911,0.345098078250885,0.0273134782910347,0.0205627903342247,4.053653240203857
data/raw/real/IMG-20250620-WA0018.jpeg,0,28.444444444444443,12.19047619047619,0.05009888485074043,0.04299487918615341,0.05009888485074043,0.030697138980031013,0.39872124791145325,0.3999572694301605,0.38015490770339966,0.2798207998275757,0.26702216267585754,0.27735039591789246,4.81220023994185,4.805002444862129,4.682108782160828,-0.1034049540758133,-0.11736178398132324,66.46650695800781,55.00239562988281,111.93572998046875,70.51773834228516,0.39733028411865234,0.26848095655441284,0.9813501505603064,0.8807298762593491,0.9196751866114306,0.9969096160660733,0.9504888065769507,0.6757123470306396,0.9603546857833862,0.08235074579715729,0.05196191370487213,0.4792255759239197,0.99981689453125,0.141510009765625,0.9722222222222222,0.027777777777777776,0.06545180073323269,0.17090791459995686,0.02007293701171875,4.080604076385498,5.007089138031006,5.007089138031006,4.973367214202881,0.08286407592029808,0.08286407592029808,0.05975413492491512,0.40129607915878296,0.44314447045326233,0.15555952489376068,7.033891409571433,5.099656886432566,62.0,0.0,0.0543365478515625,1.0,1.0,3.716792106628418,0.07155480980873108,0.009888015913168543,4.151079197931822,514.0,0.7118173217885679,0.0012038983404636383,0.0014242095639929175,0.005267895057111538,0.034697238225306036,0.45808558277385364,12.501683235168457,2.0,2.0,0.3591164299515937,0.2523809147181778,0.3057486723348858,4.873630523681641,0.0318450927734375,0.0170135498046875,1.0,1.0,90.0,0.006251022219657898,0.23359589278697968,0.28874656558036804,3.975774049758911,0.993787810316089,1.9645287990570068,0.8839057683944702,0.5088678002357483,0.009481685236096382,0.010303746908903122,1.9455476999282837
data/raw/real/IMG-20250620-WA0020.jpeg,0,28.444444444444443,17.066666666666666,0.037111785262823105,0.0515018105506897,0.0515018105506897,0.06282118707895279,0.5813140869140625,0.324908584356308,0.45010146498680115,0.28474482893943787,0.19151175022125244,0.20591934025287628,4.779532333705749,4.376946261392966,4.635381495903786,0.6582766175270081,-0.4644981622695923,130.16357421875,39.52470779418945,156.38633728027344,70.31671142578125,0.4158458411693573,0.21262621879577637,0.9407357220558844,0.7023345283607715,0.7498138441154847,1.7891619824817577,1.3853172450864402,0.5113102197647095,0.9543899297714233,0.13287419080734253,0.052502043545246124,0.590606689453125,1.0,0.1981048583984375,0.9722222222222222,0.027777777777777776,0.06292844488947084,0.19517831009782022,0.02420806884765625,4.035245418548584,5.69025182723999,5.69025182723999,5.603732109069824,0.06076698900821859,0.06076698900821859,0.06652104049189964,0.3451869487762451,0.46024030447006226,0.1945727914571762,7.1715301416931485,4.165257066246929,70.0,0.005035400390625,0.0601348876953125,1.0,0.9151100516319275,2.798704147338867,0.06852059066295624,0.010057574366902463,4.161170585212943,514.0,0.757565813120052,0.003406364703550935,0.002655499381944537,0.01567278128174318,0.05836407031342943,0.5619335333069545,7.842136383056641,93.0,2.0,0.21870202003371236,0.3522569684541504,0.2854794942439314,4.9686279296875,0.0329742431640625,0.004058837890625,0.9984956383705139,1.0,160.0,0.02243497036397457,0.39308565855026245,0.4169975221157074,3.4870622158050537,0.9780573131648774,2.5115609169006348,0.6435822248458862,0.3721097707748413,0.020412012934684753,0.014149080030620098,3.8098931312561035
data/raw/real/IMG-20250621-WA0006.jpg,0,15.058823529411764,18.285714285714285,0.040001850575208664,0.03177019953727722,0.040001850575208664,0.010189864784479141,0.7791905999183655,0.8017749190330505,0.7968853712081909,0.2541908025741577,0.2339482605457306,0.25174686312675476,3.034631731348046,3.03212242567912,2.9817819318564727,0.24250832200050354,0.08806789666414261,18.166702270507812,23.969789505004883,207.32986450195312,58.65116500854492,0.7944648265838623,0.24117858707904816,0.994254868790827,0.9658506750651538,0.9819303055094233,0.9718320957920537,0.9939015954355989,0.3035736382007599,0.731401801109314,0.040693990886211395,0.04957616329193115,0.3302399814128876,0.75,0.1191864013671875,0.75,0.8055555555555556,0.08436819869414927,0.12239149916784023,0.01610565185546875,4.134859085083008,4.2153544425964355,4.2153544425964355,4.073950290679932,0.056875858510003735,0.056875858510003735,0.06652104049189964,0.4552229642868042,0.38626372814178467,0.15851332247257233,6.923406773199043,6.658023520489156,109.0,0.0,0.537200927734375,1.0,1.0,3.9938158988952637,0.07216870784759521,0.009967454981295901,4.158820771323908,514.0,0.7125015166314727,0.0009387454483658075,0.001655842992477119,0.0013653641129488994,0.030638953121244327,0.3618089999271793,16.787303924560547,2.0,19.0,0.2739308809801404,0.15894929427993498,0.2164400876300377,3.8555757999420166,0.5016326904296875,0.498260498046875,1.0,1.0,109.0,0.009284419938921928,0.13930004835128784,0.225690558552742,4.836241722106934,0.990800987555635,1.0330383777618408,1.0660898685455322,0.7417404055595398,0.004113797098398209,0.008343195542693138,1.5133622884750366
data/raw/real/IMG-20250629-WA0000.jpg,0,10.666666666666666,10.24,0.03809267655014992,0.032692570239305496,0.03809267655014992,0.05100902542471886,0.6378938555717468,0.6358593702316284,0.6229794025421143,0.18577997386455536,0.19545798003673553,0.21147747337818146,4.0121057219962015,4.100180181136414,4.154640306479091,-0.40843984484672546,-0.0494752861559391,20.793838500976562,36.17223358154297,165.51058959960938,46.97058868408203,0.6349994540214539,0.19356559216976166,0.9892922564683223,0.9612036733676972,0.9856077138843079,1.0031995837984964,0.9797439995485133,0.3048279583454132,1.0,0.11044518649578094,0.07263793051242828,0.5249108672142029,0.995880126953125,0.1644287109375,0.4722222222222222,0.5277777777777778,0.3058648849294729,0.06328878990348924,0.0240631103515625,3.990844249725342,4.919405460357666,4.919405460357666,4.879852294921875,0.05975413492491512,0.05975413492491512,0.0610175755930204,0.23955538868904114,0.44693735241889954,0.3135072588920593,7.405359215750712,2.093076373033837,123.0,0.0050811767578125,4.57763671875e-05,0.9997764825820923,0.8806827068328857,1.674689769744873,0.07319999486207962,0.01182194556580492,4.1509130647245325,514.0,0.8318827614687734,0.008683260530233383,0.010339015163481236,0.01974166736885215,0.0931840143492079,0.4564785344608398,8.954962730407715,11.0,19.0,0.16799345507495564,0.20115660062410756,0.18457502784953161,3.965798854827881,0.006500244140625,0.0017852783203125,0.8637393116950989,1.0,159.0,0.09189929068088531,0.41477489471435547,0.5936906933784485,4.469594478607178,0.9158353783492442,1.8396495580673218,1.1034471988677979,0.5400876104831696,0.017474409192800522,0.01581582985818386,5.20994234085083
data/raw/real/IMG-20250714-WA0005.jpg,0,14.222222222222221,11.130434782608695,0.03294185921549797,0.03303680196404457,0.03303680196404457,0.04334745928645134,0.2962633967399597,0.2882932126522064,0.2445792406797409,0.11466185003519058,0.11859182268381119,0.12504751980304718,3.765006142385074,3.863828009925345,3.85160615873449,0.25195494294166565,0.5317555069923401,55.777008056640625,64.42937469482422,79.46542358398438,30.53407096862793,0.2856929302215576,0.11169174313545227,0.8888540488816998,0.4874758513080935,0.7714966435277735,1.027646103817022,0.8483697497726043,0.3909503221511841,0.9716540575027466,0.0572613850235939,0.04237771034240723,0.3942088782787323,0.999481201171875,0.1546173095703125,0.4722222222222222,0.5277777777777778,0.2386262706010066,0.07450902990229942,0.02043914794921875,3.8690295219421387,4.933390140533447,4.933390140533447,4.800153732299805,0.0610175755930204,0.0610175755930204,0.06176323555016332,0.33645981550216675,0.43050941824913025,0.2330307811498642,7.237135119867534,3.792156673011321,40.0,0.0050048828125,0.0,0.8517137765884399,0.6459934711456299,2.7550439834594727,0.06665034592151642,0.010045197979082517,4.151608489174124,514.0,0.7764239850369686,0.0012189671397209167,0.001518567674793303,0.013005930384641026,0.034913709910591235,0.44527913720503515,9.31896686553955,12.0,78.0,0.24269820777816453,0.3295063569592754,0.28610228236871993,3.9347336292266846,0.00103759765625,0.00018310546875,0.6459630727767944,0.8627451062202454,36.0,0.010058793239295483,0.19876302778720856,0.24037504196166992,3.828308582305908,0.9900413784755672,1.5718438625335693,0.7671090364456177,0.6070390343666077,0.005074736662209034,0.007798480801284313,3.931696653366089
data/raw/real/IMG-20250715-WA0002.jpg,0,16.0,9.481481481481481,0.030791882425546646,0.03255240619182587,0.03255240619182587,0.040280237793922424,0.372367262840271,0.430263876914978,0.37317904829978943,0.24356435239315033,0.25234538316726685,0.32028481364250183,4.627955695386158,4.750666155260529,4.275427057157687,-0.2903132140636444,0.447910875082016,90.86454772949219,53.166831970214844,116.40631103515625,71.11506652832031,0.40644511580467224,0.25495484471321106,0.9930269534423262,0.9321426455076153,0.9283609725168792,0.8654392869541008,0.8673260023003602,0.6272798776626587,0.9893691539764404,0.09274927526712418,0.051358211785554886,0.5264042615890503,0.999969482421875,0.2305145263671875,0.4722222222222222,0.5277777777777778,0.13775071159065333,0.09346660488515258,0.0211334228515625,4.156052589416504,4.633279323577881,4.633279323577881,4.622886657714844,0.0610175755930204,0.0610175755930204,0.07202769107260029,0.27789461612701416,0.4190697968006134,0.30303558707237244,7.3724177103117405,2.4097791486341857,19.0,0.0050048828125,0.000244140625,0.9667156934738159,0.9221169352531433,1.8946311473846436,0.07435046881437302,0.01179020054320909,4.151144094171121,514.0,0.816847867481154,0.004282483831048012,0.0036197484005242586,0.01864175520261505,0.06544068941452261,0.5419334317202182,6.535495758056641,14.0,37.0,0.14168856742700667,0.13883078276564634,0.1402596750963265,3.0189132690429688,0.0262908935546875,0.0088043212890625,0.9261366724967957,0.9882352948188782,30.0,0.05091497302055359,0.35224613547325134,0.35850435495376587,3.270940065383911,0.951551767433465,2.125713348388672,0.9154067039489746,0.46857166290283203,0.011240094900131226,0.01011249702423811,2.787750244140625
data/raw/real/IMG-20250715-WA0016.jpg,0,10.666666666666666,10.24,0.03823751583695412,0.03975361958146095,0.03975361958146095,0.04206912964582443,0.5296661853790283,0.4528506398200989,0.35076904296875,0.1751723438501358,0.12940675020217896,0.14937187731266022,4.44011245776671,4.072572105633884,4.214621756787039,0.767816960811615,0.44907692074775696,89.27108764648438,51.29106521606445,136.30210876464844,43.28257369995117,0.46418121457099915,0.13940688967704773,0.9172073505462667,0.7666198226531978,0.7595314218236122,1.1696266689349846,0.7745799875811664,0.3003285825252533,0.8467180132865906,0.06588111817836761,0.03671681135892868,0.4805079698562622,1.0,0.148284912109375,0.4722222222222222,0.5277777777777778,0.18522329697468615,0.10701790491870755,0.02278900146484375,4.096810340881348,4.91744327545166,4.91744327545166,4.847014427185059,0.06076698900821859,0.06076698900821859,0.06176323555016332,0.39585813879966736,0.441628098487854,0.16251368820667267,7.045113405936707,5.061252554520987,40.0,0.0050048828125,0.0,0.8839548826217651,0.8301646709442139,3.3784000873565674,0.06687737256288528,0.009514430906823475,4.162204651434995,514.0,0.7344104231483886,0.0009136859443970025,0.0008452027104794979,0.003906327065568968,0.030227238451386897,0.5194677572934193,7.006534576416016,2.0,10.0,0.2527060751695626,0.3499164583829584,0.3013112667762605,4.973245620727539,0.003753662109375,0.00262451171875,0.8867368698120117,0.9215686321258545,23.0,0.00601749774068594,0.1955084353685379,0.2239518016576767,3.7089717388153076,0.9940184959464422,1.738134741783142,0.6468001008033752,0.5654663145542145,0.005688445642590523,0.0061499555595219135,3.0088918209075928
data/raw/real/IMG-20250721-WA0005.jpeg,0,11.636363636363637,28.444444444444443,0.03382336348295212,0.04716404527425766,0.04716404527425766,0.03765122592449188,0.562006413936615,0.54971843957901,0.5539847016334534,0.2264518141746521,0.22664719820022583,0.1870022714138031,4.361805959877855,4.4762905072813135,4.42997021815123,0.2816667854785919,0.48763883113861084,45.84033203125,64.18970489501953,152.59243774414062,44.02449035644531,0.5538789629936218,0.21771053969860077,0.9470797982799591,0.81154678599109,0.9260621894257541,1.0223532147948196,1.0077608130749678,0.3930652439594269,0.9765130877494812,0.11470732092857361,0.051363054662942886,0.5057921409606934,0.999969482421875,0.2686614990234375,0.4166666666666667,0.4722222222222222,0.16550235701709548,0.04975293917192026,0.02329254150390625,3.9765384197235107,5.416020393371582,5.416020393371582,5.388993263244629,0.059498227389561446,0.059498227389561446,0.06465994280174514,0.3285156190395355,0.45014095306396484,0.22134345769882202,7.233179036378566,3.734880833758821,246.0,0.004669189453125,0.0,0.904401957988739,0.8513918519020081,2.6971592903137207,0.0683741346001625,0.010162270504444572,4.14996826483747,514.0,0.7654264423620073,0.003404368180781603,0.0035920231603085995,0.009647429716715283,0.05834696376660574,0.48658915937148434,6.687278747558594,13.0,91.0,0.21603336295361658,0.1813692234289342,0.19870129319127539,4.1630377769470215,0.0225372314453125,0.0010223388671875,0.8416557312011719,0.9058823585510254,399.0,0.02284926362335682,0.3950689435005188,0.38488268852233887,3.2835803031921387,0.9776611623667644,2.4834682941436768,0.47140806913375854,0.3791329264640808,0.015795934945344925,0.015434155240654945,3.582516670227051
